reasonableness_class,atlas_row_index,nct_id,arm_group_id,arm_title,tissue_type,line_of_therapy,therapy_class,is_combination,biomarker,model_orr_pct,model_orr_pct_source,orr_endpoint_title,ctgov_outcome_title,ctgov_class_title,ctgov_category_title,ctgov_measurement_value,ctgov_measurement_denominator,ctgov_verified_orr_pct,used_by_n_target_rows,used_as_support_cells,target_surface_pair_ids,source_url,api_url
ctgov_verified_orr_like,16011,NCT00217620,OG000__leiomyosarcoma_afd3d324,Leiomyosarcoma,sarcoma_gist_bone,2L+,targeted_therapy,False,no,5.26316,ctgov,"Objective Response (Confirmed, Complete and Partial)","Objective Response (Confirmed, Complete and Partial)",Unconfirmed PR,,1,19.0,5.263157894736842,33,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT00217620,https://clinicaltrials.gov/api/v2/studies/NCT00217620
ctgov_verified_orr_like,16012,NCT00217620,OG001,Liposarcoma,sarcoma_gist_bone,2L+,targeted_therapy,False,no,0,ctgov,"Objective Response (Confirmed, Complete and Partial)","Objective Response (Confirmed, Complete and Partial)",Unconfirmed PR,,0,10.0,0.0,33,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT00217620,https://clinicaltrials.gov/api/v2/studies/NCT00217620
ctgov_verified_orr_like,16013,NCT00217620,OG002,Vascular Sarcomas,sarcoma_gist_bone,2L+,targeted_therapy,False,no,12.5,ctgov,"Objective Response (Confirmed, Complete and Partial)","Objective Response (Confirmed, Complete and Partial)",Unconfirmed PR,,1,8.0,12.5,33,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT00217620,https://clinicaltrials.gov/api/v2/studies/NCT00217620
ctgov_verified_orr_like,16241,NCT00267748,OG001,Sunitinib 37.5 mg,renal,1L,targeted_therapy,False,no,28.1,ctgov,Percentage of Participants With Objective Response (OR),Percentage of Participants With Objective Response (OR),,,28.1,146.0,28.1,27,disease_therapy;global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT00267748,https://clinicaltrials.gov/api/v2/studies/NCT00267748
ctgov_verified_orr_like,16430,NCT01567891,OG000__ny_eso_1_t_82dddde0,NY-ESO-1ᶜ²⁵⁹T,ovarian_fallopian_peritoneal,2L+,chemotherapy;vaccine_oncolytic_cellular,False,no,0,ctgov,Tumor Response,Tumor Response,,,0,6.0,0.0,30,disease_therapy;fallback_disease_baseline;fallback_global_therapy;global_therapy,breast::docetaxel;breast::doxorubicin;breast::gemcitabine;breast::paclitaxel;crc::fluorouracil;crc::irinotecan;crc::oxaliplatin;crc::pemetrexed;crc::raltitrexed;gastric::irinotecan;gastric::pemetrexed;hnscc::methotrexate;nsclc::docetaxel;nsclc::epirubicin;nsclc::gemcitabine;nsclc::idarubicin;nsclc::irinotecan;nsclc::mitoxantrone;nsclc::paclitaxel;nsclc::pemetrexed;ovarian::altretamine;ovarian::docetaxel;ovarian::gemcitabine;ovarian::mifepristone;ovarian::paclitaxel;ovarian::pemetrexed;ovarian::topotecan;pdac::fluorouracil;pdac::gemcitabine;prostate::mitoxantrone,https://clinicaltrials.gov/study/NCT01567891,https://clinicaltrials.gov/api/v2/studies/NCT01567891
ctgov_verified_orr_like,16970,NCT00802945,OG000,NKTR-102 14 Day,breast,2L+,chemotherapy,False,no,28.6,ctgov,Objective Response Rate (ORR),Objective Response Rate (ORR),,,28.6,35.0,28.6,29,disease_therapy;fallback_global_therapy;global_therapy,breast::docetaxel;breast::doxorubicin;breast::gemcitabine;breast::paclitaxel;crc::fluorouracil;crc::irinotecan;crc::oxaliplatin;crc::pemetrexed;crc::raltitrexed;gastric::irinotecan;gastric::pemetrexed;hnscc::methotrexate;nsclc::docetaxel;nsclc::epirubicin;nsclc::gemcitabine;nsclc::idarubicin;nsclc::irinotecan;nsclc::mitoxantrone;nsclc::paclitaxel;nsclc::pemetrexed;ovarian::altretamine;ovarian::docetaxel;ovarian::gemcitabine;ovarian::paclitaxel;ovarian::pemetrexed;ovarian::topotecan;pdac::fluorouracil;pdac::gemcitabine;prostate::mitoxantrone,https://clinicaltrials.gov/study/NCT00802945,https://clinicaltrials.gov/api/v2/studies/NCT00802945
ctgov_verified_orr_like,16971,NCT00802945,OG001,NKTR-102 21 Days,breast,2L+,chemotherapy,False,no,35,ctgov,Objective Response Rate (ORR),Objective Response Rate (ORR),,,35,35.0,35.0,29,disease_therapy;fallback_global_therapy;global_therapy,breast::docetaxel;breast::doxorubicin;breast::gemcitabine;breast::paclitaxel;crc::fluorouracil;crc::irinotecan;crc::oxaliplatin;crc::pemetrexed;crc::raltitrexed;gastric::irinotecan;gastric::pemetrexed;hnscc::methotrexate;nsclc::docetaxel;nsclc::epirubicin;nsclc::gemcitabine;nsclc::idarubicin;nsclc::irinotecan;nsclc::mitoxantrone;nsclc::paclitaxel;nsclc::pemetrexed;ovarian::altretamine;ovarian::docetaxel;ovarian::gemcitabine;ovarian::paclitaxel;ovarian::pemetrexed;ovarian::topotecan;pdac::fluorouracil;pdac::gemcitabine;prostate::mitoxantrone,https://clinicaltrials.gov/study/NCT00802945,https://clinicaltrials.gov/api/v2/studies/NCT00802945
ctgov_verified_orr_like,17267,NCT00471276,OG000,Sunitinib,breast,adjuvant,targeted_therapy,False,no,8.43373,ctgov,Number of Participants With Objective Response,Number of Participants With Objective Response,,,7,83.0,8.433734939759036,27,disease_therapy;global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT00471276,https://clinicaltrials.gov/api/v2/studies/NCT00471276
ctgov_verified_orr_like,17504,NCT02579616,OG000,Lenvatinib 24 mg,biliary,adjuvant,targeted_therapy,False,no,11.5,ctgov,Objective Response Rate (ORR),Objective Response Rate (ORR),,,11.5,26.0,11.5,33,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT02579616,https://clinicaltrials.gov/api/v2/studies/NCT02579616
ctgov_verified_orr_like,17543,NCT00084487,OG000,Treatment (Rebeccamycin Analogue),sclc,1L,chemotherapy,False,no,10,ctgov,Objective Response Rate Estimated as the Proportion of Responders,Objective Response Rate Estimated as the Proportion of Responders,Partial Response (PR),,2,20.0,10.0,29,fallback_global_therapy;global_therapy,breast::docetaxel;breast::doxorubicin;breast::gemcitabine;breast::paclitaxel;crc::fluorouracil;crc::irinotecan;crc::oxaliplatin;crc::pemetrexed;crc::raltitrexed;gastric::irinotecan;gastric::pemetrexed;hnscc::methotrexate;nsclc::docetaxel;nsclc::epirubicin;nsclc::gemcitabine;nsclc::idarubicin;nsclc::irinotecan;nsclc::mitoxantrone;nsclc::paclitaxel;nsclc::pemetrexed;ovarian::altretamine;ovarian::docetaxel;ovarian::gemcitabine;ovarian::paclitaxel;ovarian::pemetrexed;ovarian::topotecan;pdac::fluorouracil;pdac::gemcitabine;prostate::mitoxantrone,https://clinicaltrials.gov/study/NCT00084487,https://clinicaltrials.gov/api/v2/studies/NCT00084487
ctgov_verified_orr_like,17994,NCT00094809,OG000,Pegfilgrastim (Neulasta),colorectal,2L,chemotherapy;supportive_care_or_symptom_control,False,no,27.6423,ctgov,Objective Tumor Response,Objective Tumor Response,,,34,123.0,27.64227642276423,27,disease_therapy;fallback_global_therapy;global_therapy,breast::docetaxel;breast::doxorubicin;breast::gemcitabine;breast::paclitaxel;crc::irinotecan;crc::oxaliplatin;crc::pemetrexed;crc::raltitrexed;gastric::irinotecan;gastric::pemetrexed;hnscc::methotrexate;nsclc::docetaxel;nsclc::epirubicin;nsclc::gemcitabine;nsclc::idarubicin;nsclc::irinotecan;nsclc::mitoxantrone;nsclc::paclitaxel;nsclc::pemetrexed;ovarian::altretamine;ovarian::docetaxel;ovarian::gemcitabine;ovarian::paclitaxel;ovarian::pemetrexed;ovarian::topotecan;pdac::gemcitabine;prostate::mitoxantrone,https://clinicaltrials.gov/study/NCT00094809,https://clinicaltrials.gov/api/v2/studies/NCT00094809
ctgov_verified_orr_like,18051,NCT01988493,OG000__p003,Phase 2: Tepotinib,liver_hcc,1L,targeted_therapy,False,no,10.5,ctgov,Phase 2: Objective Response Rate (ORR) Based on Tumor Assessment by the IRC,Phase 2: Objective Response Rate (ORR) Based on Tumor Assessment by the IRC,,,10.5,38.0,10.5,33,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT01988493,https://clinicaltrials.gov/api/v2/studies/NCT01988493
ctgov_verified_orr_like,18052,NCT01988493,OG001__p004,Phase 2 Sorafenib,liver_hcc,1L,targeted_therapy,False,no,0,ctgov,Phase 2: Objective Response Rate (ORR) Based on Tumor Assessment by the IRC,Phase 2: Objective Response Rate (ORR) Based on Tumor Assessment by the IRC,,,0,37.0,0.0,33,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT01988493,https://clinicaltrials.gov/api/v2/studies/NCT01988493
ctgov_verified_orr_like,18306,NCT01827384,OG002,TAC2,multiple_solid_tumors,2L+,targeted_therapy,False,no,0,ctgov,Number of Participants With an Objective Response,Number of Participants With an Objective Response,Complete Response,,0,9.0,0.0,31,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT01827384,https://clinicaltrials.gov/api/v2/studies/NCT01827384
ctgov_verified_orr_like,18309,NCT01827384,OG005,TAC3,multiple_solid_tumors,2L+,targeted_therapy,False,no,4.54545,ctgov,Number of Participants With an Objective Response,Number of Participants With an Objective Response,Partial Response,,1,22.0,4.545454545454546,33,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT01827384,https://clinicaltrials.gov/api/v2/studies/NCT01827384
ctgov_verified_orr_like,18540,NCT00737360,OG000,TAS-106,head_neck,2L+,chemotherapy,False,no,0,ctgov,Antitumor Activity,Antitumor Activity,,,0,26.0,0.0,29,disease_therapy;fallback_global_therapy;global_therapy,breast::docetaxel;breast::doxorubicin;breast::gemcitabine;breast::paclitaxel;crc::fluorouracil;crc::irinotecan;crc::oxaliplatin;crc::pemetrexed;crc::raltitrexed;gastric::irinotecan;gastric::pemetrexed;hnscc::methotrexate;nsclc::docetaxel;nsclc::epirubicin;nsclc::gemcitabine;nsclc::idarubicin;nsclc::irinotecan;nsclc::mitoxantrone;nsclc::paclitaxel;nsclc::pemetrexed;ovarian::altretamine;ovarian::docetaxel;ovarian::gemcitabine;ovarian::paclitaxel;ovarian::pemetrexed;ovarian::topotecan;pdac::fluorouracil;pdac::gemcitabine;prostate::mitoxantrone,https://clinicaltrials.gov/study/NCT00737360,https://clinicaltrials.gov/api/v2/studies/NCT00737360
ctgov_verified_orr_like,18573,NCT00574951,OG000,AMG 706,ovarian_fallopian_peritoneal,1L,targeted_therapy,False,no,4.54545,ctgov,Number of Patients With Objective Tumor Response Rate (Complete Response [CR] or Partial Response [PR]) Using RECIST Version 1.0,Number of Patients With Objective Tumor Response Rate (Complete Response [CR] or Partial Response [PR]) Using RECIST Version 1.0,Partial response,,1,22.0,4.545454545454546,34,disease_therapy;fallback_disease_baseline;global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::mifepristone;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT00574951,https://clinicaltrials.gov/api/v2/studies/NCT00574951
ctgov_verified_orr_like,18595,NCT00094107,OG000,Axitinib,melanoma_skin,2L+,targeted_therapy,False,no,18.8,ctgov,Percentage of Participants With Objective Response (OR),Percentage of Participants With Objective Response (OR),,,18.8,32.0,18.8,33,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT00094107,https://clinicaltrials.gov/api/v2/studies/NCT00094107
ctgov_verified_orr_like,18729,NCT00387335,OG000,Sunitinib -- Cohort A,head_neck,neoadjuvant,targeted_therapy,False,no,6.7,ctgov,Objective Tumor Response Rate (Complete Response [CR] and Partial Response [PR]) Using RECIST Criteria,Objective Tumor Response Rate (Complete Response [CR] and Partial Response [PR]) Using RECIST Criteria,,,6.7,15.0,6.7,27,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT00387335,https://clinicaltrials.gov/api/v2/studies/NCT00387335
ctgov_verified_orr_like,18730,NCT00387335,OG001,Sunitinib -- Cohort B,head_neck,neoadjuvant,targeted_therapy,False,no,0,ctgov,Objective Tumor Response Rate (Complete Response [CR] and Partial Response [PR]) Using RECIST Criteria,Objective Tumor Response Rate (Complete Response [CR] and Partial Response [PR]) Using RECIST Criteria,,,0,7.0,0.0,27,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT00387335,https://clinicaltrials.gov/api/v2/studies/NCT00387335
ctgov_verified_orr_like,18852,NCT01491672,OG003,All Participants,renal,1L,targeted_therapy,False,no,7.46269,ctgov,Objective Response Rate (ORR),Objective Response Rate (ORR),,,10,134.0,7.462686567164178,31,disease_therapy;global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT01491672,https://clinicaltrials.gov/api/v2/studies/NCT01491672
ctgov_verified_orr_like,18853,NCT01491672,OG000__prior_sunitinib_dcd59187,Prior Sunitinib,renal,1L,targeted_therapy,False,no,6.89655,ctgov,Objective Response Rate (ORR),Objective Response Rate (ORR),,,4,58.0,6.896551724137931,25,disease_therapy;global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;gastric::erlotinib;gastric::lapatinib;gastric::regorafenib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;rcc::belzutifan;rcc::cabozantinib;rcc::regorafenib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT01491672,https://clinicaltrials.gov/api/v2/studies/NCT01491672
ctgov_verified_orr_like,18854,NCT01491672,OG001,Other Prior Vascular Endothelial Growth Factor (VEGF),renal,1L,targeted_therapy,False,no,4.83871,ctgov,Objective Response Rate (ORR),Objective Response Rate (ORR),,,3,62.0,4.838709677419355,25,disease_therapy;global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;gastric::erlotinib;gastric::lapatinib;gastric::regorafenib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;rcc::belzutifan;rcc::cabozantinib;rcc::regorafenib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT01491672,https://clinicaltrials.gov/api/v2/studies/NCT01491672
ctgov_verified_orr_like,18855,NCT01491672,OG002,Prior Cytokines,renal,1L,targeted_therapy,False,no,21.4286,ctgov,Objective Response Rate (ORR),Objective Response Rate (ORR),,,3,14.0,21.428571428571427,31,disease_therapy;global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT01491672,https://clinicaltrials.gov/api/v2/studies/NCT01491672
reviewed_keep_ctgov_measure_is_cr_pr_or_zero_response,19032,NCT00986440,OG000,CS-7017 0.5 mg,colorectal,1L,chemotherapy;supportive_care_or_symptom_control,False,no,15.3846,ctgov,Best Overall Response and Objective Response Rate Following Use of CS-7017 in Colorectal Cancer Participants Who Have Achieved Disease Control Following First-Line Chemotherapy,Best Overall Response and Objective Response Rate Following Use of CS-7017 in Colorectal Cancer Participants Who Have Achieved Disease Control Following First-Line Chemotherapy,Objective response (confirmed CR+PR),,6,39.0,15.384615384615385,29,disease_therapy;fallback_global_therapy;global_therapy,breast::docetaxel;breast::doxorubicin;breast::gemcitabine;breast::paclitaxel;crc::fluorouracil;crc::irinotecan;crc::oxaliplatin;crc::pemetrexed;crc::raltitrexed;gastric::irinotecan;gastric::pemetrexed;hnscc::methotrexate;nsclc::docetaxel;nsclc::epirubicin;nsclc::gemcitabine;nsclc::idarubicin;nsclc::irinotecan;nsclc::mitoxantrone;nsclc::paclitaxel;nsclc::pemetrexed;ovarian::altretamine;ovarian::docetaxel;ovarian::gemcitabine;ovarian::paclitaxel;ovarian::pemetrexed;ovarian::topotecan;pdac::fluorouracil;pdac::gemcitabine;prostate::mitoxantrone,https://clinicaltrials.gov/study/NCT00986440,https://clinicaltrials.gov/api/v2/studies/NCT00986440
ctgov_verified_orr_like,19078,NCT02537444,OG000,Arm 1 - Acalabrutinib Monotherapy,ovarian_fallopian_peritoneal,1L,targeted_therapy,False,no,2.85714,ctgov,Number of Participants With Overall Response,Number of Participants With Overall Response,,,1,35.0,2.857142857142857,34,disease_therapy;fallback_disease_baseline;global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::mifepristone;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT02537444,https://clinicaltrials.gov/api/v2/studies/NCT02537444
ctgov_verified_orr_like,19507,NCT00827359,OG000,Treatment,renal,2L+,targeted_therapy,False,no,4.2,ctgov,Best Overall Response Rate,Best Overall Response Rate,,,4.2,24.0,4.2,31,disease_therapy;global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT00827359,https://clinicaltrials.gov/api/v2/studies/NCT00827359
