atlas_row_index,nct_id,source_url,api_url,brief_title,tissue_type,line_of_therapy,biomarker,arm_group_id,ctgov_result_group_ids,ctgov_result_group_titles,arm_title,arm_description,interventions,regimen,therapy_class,is_combination,orr_pct,orr_n,orr_denom,orr_endpoint_title,orr_time_frame,model_orr_pct,model_orr_pct_source,model_orr_pct_pmid,pubmed_orr_pct,pubmed_orr_pct_pmid,used_by_n_target_rows,used_as_support_cells,target_surface_pair_ids,ctgov_audit_status,ctgov_verified_orr_pct,ctgov_value_delta,ctgov_outcome_title,ctgov_outcome_type,ctgov_outcome_time_frame,ctgov_param_type,ctgov_unit_of_measure,ctgov_class_title,ctgov_category_title,ctgov_group_id,ctgov_group_title,ctgov_measurement_value,ctgov_measurement_denominator,ctgov_measurement_pct,ctgov_lower_limit,ctgov_upper_limit,ctgov_citation,ctgov_api_citation,ctgov_retrieved_date,ctgov_audit_note
1519,NCT00661609,https://clinicaltrials.gov/study/NCT00661609,https://clinicaltrials.gov/api/v2/studies/NCT00661609,A Phase II Study of AZD4877 (a Novel Anti-mitotic Agent) in Advanced Bladder Cancer,bladder_urothelial,adjuvant,no,OG000,OG000,AZD4877,AZD4877,Single agent AZD4877,AZD4877,AZD4877 | Single agent AZD4877,targeted_therapy,False,6.66667,2.6,39,Objective Response Rate (ORR) as Evaluated by Response Evaluation Criteria In Solid Tumors (RECIST),8 weeks after study drug begins & and every 8 wks thereafter until discontinuation of study drug ( maximum treatment period of 309 days (44 weeks),6.66667,ctgov,,,,33,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,ctgov_value_mismatch,2.6,-4.06667,Objective Response Rate (ORR) as Evaluated by Response Evaluation Criteria In Solid Tumors (RECIST),PRIMARY,8 weeks after study drug begins & and every 8 wks thereafter until discontinuation of study drug ( maximum treatment period of 309 days (44 weeks),NUMBER,Percengate of participants,,,OG000,AZD4877,2.6,39.0,2.6,,,https://clinicaltrials.gov/study/NCT00661609,https://clinicaltrials.gov/api/v2/studies/NCT00661609,2026-06-03,
1567,NCT01588821,https://clinicaltrials.gov/study/NCT01588821,https://clinicaltrials.gov/api/v2/studies/NCT01588821,Cabozantinib in Advanced Solid Malignancies,lung,2L+,no,OG000__cabozantinib_346f361f,OG000,Cabozantinib,Cabozantinib,Cabozantinib: 60 mg daily by mouth,Cabozantinib,Cabozantinib | Cabozantinib: 60 mg daily by mouth,targeted_therapy,False,15,3,20,Overall Tumor Response Rate,2 years,15,ctgov,,,,31,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,ctgov_verified_match,15.0,0.0,Overall Tumor Response Rate,SECONDARY,2 years,COUNT_OF_PARTICIPANTS,Participants,Partial Response,,OG000,Cabozantinib,3,20.0,15.0,,,https://clinicaltrials.gov/study/NCT01588821,https://clinicaltrials.gov/api/v2/studies/NCT01588821,2026-06-03,
1934,NCT01385293,https://clinicaltrials.gov/study/NCT01385293,https://clinicaltrials.gov/api/v2/studies/NCT01385293,BKM120 in Metastatic Castration-resistant Prostate Cancer,prostate,1L,no,OG000,OG000,BKM 120,BKM 120,BKM120 at 100mg orally daily,BKM120,BKM 120 | BKM120 at 100mg orally daily | BKM120,targeted_therapy,False,0,0,30,Radiologic Response,2 years,0,ctgov,,,,33,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,ctgov_verified_match,0.0,0.0,Radiologic Response,SECONDARY,2 years,NUMBER,participants,,,OG000,BKM 120,0,30.0,0.0,,,https://clinicaltrials.gov/study/NCT01385293,https://clinicaltrials.gov/api/v2/studies/NCT01385293,2026-06-03,
2242,NCT00430781,https://clinicaltrials.gov/study/NCT00430781,https://clinicaltrials.gov/api/v2/studies/NCT00430781,Pazopanib Plus Lapatinib Compared to Lapatinib Alone and Pazopanib Alone In Subjects With Metastatic Cervical Cancer,cervical,1L,no,OG001__p001,OG001;OG000,Lapatinib Monotherapy,Lapatinib monotherapy,Lapatinib,lapatinib (GW572016),Lapatinib monotherapy | Lapatinib | lapatinib (GW572016),targeted_therapy,False,5.12821,4,78,Response,From Randomization until 105 total PFS events in combined population of two monotherapy arms (up to 85.57 weeks),5.12821,ctgov,,,,31,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,ctgov_verified_match,5.128205128205128,-4.87179487240752e-06,Response,SECONDARY,From Randomization until 105 total PFS events in combined population of two monotherapy arms (up to 85.57 weeks),NUMBER,participants,,,OG000,Lapatinib Monotherapy,4,78.0,5.128205128205128,,,https://clinicaltrials.gov/study/NCT00430781,https://clinicaltrials.gov/api/v2/studies/NCT00430781,2026-06-03,
2243,NCT00430781,https://clinicaltrials.gov/study/NCT00430781,https://clinicaltrials.gov/api/v2/studies/NCT00430781,Pazopanib Plus Lapatinib Compared to Lapatinib Alone and Pazopanib Alone In Subjects With Metastatic Cervical Cancer,cervical,1L,no,OG002__p002,OG002;OG001,Pazopanib Monotherapy,Pazopanib monotherapy,Pazopanib,pazopanib (GW786034),Pazopanib monotherapy | Pazopanib | pazopanib (GW786034),targeted_therapy,False,9.45946,7,74,Response,From Randomization until 105 total PFS events in combined population of two monotherapy arms (up to 85.57 weeks),9.45946,ctgov,,,,31,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,ctgov_verified_match,9.45945945945946,-5.405405403280383e-07,Response,SECONDARY,From Randomization until 105 total PFS events in combined population of two monotherapy arms (up to 85.57 weeks),NUMBER,participants,,,OG001,Pazopanib Monotherapy,7,74.0,9.45945945945946,,,https://clinicaltrials.gov/study/NCT00430781,https://clinicaltrials.gov/api/v2/studies/NCT00430781,2026-06-03,
2447,NCT01259375,https://clinicaltrials.gov/study/NCT01259375,https://clinicaltrials.gov/api/v2/studies/NCT01259375,Amrubicin Chemotherapy as First Line in Metastatic or Unresectable Soft Tissue Sarcoma,sarcoma_gist_bone,1L,no,OG000__p000,OG000,All Patients,All patients,All participants who received Amrubicin.,Amrubicin,All patients | All participants who received Amrubicin. | Amrubicin,chemotherapy,False,13,13,23,Response Rate for Amrubicin in Patients With Metastatic or Advanced Sarcoma as First Line Therapy.,48 months,13,ctgov,,,,29,fallback_global_therapy;global_therapy,breast::docetaxel;breast::doxorubicin;breast::gemcitabine;breast::paclitaxel;crc::fluorouracil;crc::irinotecan;crc::oxaliplatin;crc::pemetrexed;crc::raltitrexed;gastric::irinotecan;gastric::pemetrexed;hnscc::methotrexate;nsclc::docetaxel;nsclc::epirubicin;nsclc::gemcitabine;nsclc::idarubicin;nsclc::irinotecan;nsclc::mitoxantrone;nsclc::paclitaxel;nsclc::pemetrexed;ovarian::altretamine;ovarian::docetaxel;ovarian::gemcitabine;ovarian::paclitaxel;ovarian::pemetrexed;ovarian::topotecan;pdac::fluorouracil;pdac::gemcitabine;prostate::mitoxantrone,ctgov_verified_match,13.0,0.0,Response Rate for Amrubicin in Patients With Metastatic or Advanced Sarcoma as First Line Therapy.,PRIMARY,48 months,NUMBER,percentage of pt with a partial response,,,OG000,All Patients,13,23.0,13.0,2.8,33.6,https://clinicaltrials.gov/study/NCT01259375,https://clinicaltrials.gov/api/v2/studies/NCT01259375,2026-06-03,
2448,NCT01259375,https://clinicaltrials.gov/study/NCT01259375,https://clinicaltrials.gov/api/v2/studies/NCT01259375,Amrubicin Chemotherapy as First Line in Metastatic or Unresectable Soft Tissue Sarcoma,sarcoma_gist_bone,1L,no,OG000__all_groups_df42bb11,OG000,All Groups,All Groups,All patients who had a partial or greater response,Amrubicin,All Groups | All patients who had a partial or greater response | Amrubicin,chemotherapy,False,33.3333,1,3,Differential Response to Amurbicin Among Certain Histologic Subtypes of Sarcoma.,48 months,33.3333,ctgov,,,,29,fallback_global_therapy;global_therapy,breast::docetaxel;breast::doxorubicin;breast::gemcitabine;breast::paclitaxel;crc::fluorouracil;crc::irinotecan;crc::oxaliplatin;crc::pemetrexed;crc::raltitrexed;gastric::irinotecan;gastric::pemetrexed;hnscc::methotrexate;nsclc::docetaxel;nsclc::epirubicin;nsclc::gemcitabine;nsclc::idarubicin;nsclc::irinotecan;nsclc::mitoxantrone;nsclc::paclitaxel;nsclc::pemetrexed;ovarian::altretamine;ovarian::docetaxel;ovarian::gemcitabine;ovarian::paclitaxel;ovarian::pemetrexed;ovarian::topotecan;pdac::fluorouracil;pdac::gemcitabine;prostate::mitoxantrone,ctgov_no_matching_orr_measurement,,,,,,,,,,,,,,,,,https://clinicaltrials.gov/study/NCT01259375,https://clinicaltrials.gov/api/v2/studies/NCT01259375,2026-06-03,
2501,NCT03760081,https://clinicaltrials.gov/study/NCT03760081,https://clinicaltrials.gov/api/v2/studies/NCT03760081,"A Study to Assess the Safety and Efficacy of ASP1650, a Monoclonal Antibody Targeting Claudin 6 (CLDN6), in Male Subjects With Incurable Platinum Refractory Germ Cell Tumors",testicular_germ_cell,2L+,no,OG000__asp1650_ca874b22,OG000,ASP1650,ASP1650,"Participants received ASP1650, dose level 1 or dose level 2 as intravenous infusion, Q2W starting on C1D1 for up to a maximum of 12 cycles, or until a study discontinuation criteria was met, whichever occurred earlier. Duration of each treatment cycle was 14 days.",ASP1650,"ASP1650 | Participants received ASP1650, dose level 1 or dose level 2 as intravenous infusion, Q2W starting on C1D1 for up to a maximum of 12 cycles, or until a study discontinuation criteria was met, whichever occurred earlier. Duration of each treatment cycle was 14 days.",chemotherapy;antibody_biologic,False,,,,,,0,pubmed,35759134,0,35759134,29,fallback_global_therapy;global_therapy,breast::docetaxel;breast::doxorubicin;breast::gemcitabine;breast::paclitaxel;crc::fluorouracil;crc::irinotecan;crc::oxaliplatin;crc::pemetrexed;crc::raltitrexed;gastric::irinotecan;gastric::pemetrexed;hnscc::methotrexate;nsclc::docetaxel;nsclc::epirubicin;nsclc::gemcitabine;nsclc::idarubicin;nsclc::irinotecan;nsclc::mitoxantrone;nsclc::paclitaxel;nsclc::pemetrexed;ovarian::altretamine;ovarian::docetaxel;ovarian::gemcitabine;ovarian::paclitaxel;ovarian::pemetrexed;ovarian::topotecan;pdac::fluorouracil;pdac::gemcitabine;prostate::mitoxantrone,ctgov_verified_match,0.0,0.0,Percentage of Participants With Confirmed Objective Response by Modified RECIST v1.1,PRIMARY,"From randomization until confirmed CR or confirmed PR, whichever occurred first (up to 26.57 weeks)",NUMBER,Percentage of participants,,,OG000,"ASP1650, Dose Level 1",0.0,6.0,0.0,0.0,39.3,https://clinicaltrials.gov/study/NCT03760081,https://clinicaltrials.gov/api/v2/studies/NCT03760081,2026-06-03,Atlas model ORR source is pubmed.
2502,NCT03760081,https://clinicaltrials.gov/study/NCT03760081,https://clinicaltrials.gov/api/v2/studies/NCT03760081,"A Study to Assess the Safety and Efficacy of ASP1650, a Monoclonal Antibody Targeting Claudin 6 (CLDN6), in Male Subjects With Incurable Platinum Refractory Germ Cell Tumors",testicular_germ_cell,2L+,no,OG000__p000,OG000,"ASP1650, Dose Level 1","ASP1650, Dose Level 1","Participants received ASP1650 dose level 1 as intravenous infusion, every two weeks (Q2W) starting on Cycle 1 Day 1(C1D1) for up to a maximum of 12 cycles, or until disease progression, toxicity requiring study treatment cessation, start of another anticancer treatment, or until study discontinuation criteria was met, whichever occurred earlier. Duration of each treatment cycle was 14 days.",ASP1650,"ASP1650, Dose Level 1 | Participants received ASP1650 dose level 1 as intravenous infusion, every two weeks (Q2W) starting on Cycle 1 Day 1(C1D1) for up to a maximum of 12 cycles, or until disease progression, toxicity requiring study treatment cessation, start of another anticancer treatment, or until study discontinuation criteria was met, whichever occurred earlier. Duration of each treatment cycle was 14 days. | ASP1650",chemotherapy;antibody_biologic,False,0,0,6,Percentage of Participants With Confirmed Objective Response by Modified RECIST v1.1,"From randomization until confirmed CR or confirmed PR, whichever occurred first (up to 26.57 weeks)",0,ctgov,,,,29,fallback_global_therapy;global_therapy,breast::docetaxel;breast::doxorubicin;breast::gemcitabine;breast::paclitaxel;crc::fluorouracil;crc::irinotecan;crc::oxaliplatin;crc::pemetrexed;crc::raltitrexed;gastric::irinotecan;gastric::pemetrexed;hnscc::methotrexate;nsclc::docetaxel;nsclc::epirubicin;nsclc::gemcitabine;nsclc::idarubicin;nsclc::irinotecan;nsclc::mitoxantrone;nsclc::paclitaxel;nsclc::pemetrexed;ovarian::altretamine;ovarian::docetaxel;ovarian::gemcitabine;ovarian::paclitaxel;ovarian::pemetrexed;ovarian::topotecan;pdac::fluorouracil;pdac::gemcitabine;prostate::mitoxantrone,ctgov_verified_match,0.0,0.0,Percentage of Participants With Confirmed Objective Response by Modified RECIST v1.1,PRIMARY,"From randomization until confirmed CR or confirmed PR, whichever occurred first (up to 26.57 weeks)",NUMBER,Percentage of participants,,,OG000,"ASP1650, Dose Level 1",0.0,6.0,0.0,0.0,39.3,https://clinicaltrials.gov/study/NCT03760081,https://clinicaltrials.gov/api/v2/studies/NCT03760081,2026-06-03,
2503,NCT03760081,https://clinicaltrials.gov/study/NCT03760081,https://clinicaltrials.gov/api/v2/studies/NCT03760081,"A Study to Assess the Safety and Efficacy of ASP1650, a Monoclonal Antibody Targeting Claudin 6 (CLDN6), in Male Subjects With Incurable Platinum Refractory Germ Cell Tumors",testicular_germ_cell,2L+,no,OG001,OG001;OG000,"ASP1650, Dose Level 2","ASP1650, Dose Level 2","Participants received ASP1650 dose level 2 as intravenous infusion, Q2W starting on C1D1 for up to a maximum of 12 cycles or until study discontinuation criteria as met, whichever occurred earlier. Duration of each treatment cycle was 14 days.",ASP1650,"ASP1650, Dose Level 2 | Participants received ASP1650 dose level 2 as intravenous infusion, Q2W starting on C1D1 for up to a maximum of 12 cycles or until study discontinuation criteria as met, whichever occurred earlier. Duration of each treatment cycle was 14 days. | ASP1650",chemotherapy;antibody_biologic,False,0,0,13,Percentage of Participants With Confirmed Objective Response by Modified RECIST v1.1,"From randomization until confirmed CR or confirmed PR, whichever occurred first (up to 26.57 weeks)",0,ctgov,,,,29,fallback_global_therapy;global_therapy,breast::docetaxel;breast::doxorubicin;breast::gemcitabine;breast::paclitaxel;crc::fluorouracil;crc::irinotecan;crc::oxaliplatin;crc::pemetrexed;crc::raltitrexed;gastric::irinotecan;gastric::pemetrexed;hnscc::methotrexate;nsclc::docetaxel;nsclc::epirubicin;nsclc::gemcitabine;nsclc::idarubicin;nsclc::irinotecan;nsclc::mitoxantrone;nsclc::paclitaxel;nsclc::pemetrexed;ovarian::altretamine;ovarian::docetaxel;ovarian::gemcitabine;ovarian::paclitaxel;ovarian::pemetrexed;ovarian::topotecan;pdac::fluorouracil;pdac::gemcitabine;prostate::mitoxantrone,ctgov_verified_match,0.0,0.0,Percentage of Participants With Confirmed Objective Response by Modified RECIST v1.1,PRIMARY,"From randomization until confirmed CR or confirmed PR, whichever occurred first (up to 26.57 weeks)",NUMBER,Percentage of participants,,,OG000,"ASP1650, Dose Level 1",0.0,6.0,0.0,0.0,39.3,https://clinicaltrials.gov/study/NCT03760081,https://clinicaltrials.gov/api/v2/studies/NCT03760081,2026-06-03,
2568,NCT00470275,https://clinicaltrials.gov/study/NCT00470275,https://clinicaltrials.gov/api/v2/studies/NCT00470275,Cytarabine in Treating Young Patients With Recurrent or Refractory Ewing's Sarcoma,sarcoma_gist_bone,2L+,no,OG000,OG000,Cytarabine,Cytarabine,Cytarabine IV every 12 hours days 1-5 of 21 day cycle. Response evaluation after 6 cycles of therapy.,cytarabine,Cytarabine | Cytarabine IV every 12 hours days 1-5 of 21 day cycle. Response evaluation after 6 cycles of therapy. | cytarabine,chemotherapy,False,100,10,10,Response,the first six cycles of study chemotherapy (126 days),100,ctgov,,,,29,fallback_global_therapy;global_therapy,breast::docetaxel;breast::doxorubicin;breast::gemcitabine;breast::paclitaxel;crc::fluorouracil;crc::irinotecan;crc::oxaliplatin;crc::pemetrexed;crc::raltitrexed;gastric::irinotecan;gastric::pemetrexed;hnscc::methotrexate;nsclc::docetaxel;nsclc::epirubicin;nsclc::gemcitabine;nsclc::idarubicin;nsclc::irinotecan;nsclc::mitoxantrone;nsclc::paclitaxel;nsclc::pemetrexed;ovarian::altretamine;ovarian::docetaxel;ovarian::gemcitabine;ovarian::paclitaxel;ovarian::pemetrexed;ovarian::topotecan;pdac::fluorouracil;pdac::gemcitabine;prostate::mitoxantrone,ctgov_value_mismatch,0.0,-100.0,Response,PRIMARY,the first six cycles of study chemotherapy (126 days),NUMBER,participants,Responder,,OG000,Cytarabine,0,10.0,0.0,,,https://clinicaltrials.gov/study/NCT00470275,https://clinicaltrials.gov/api/v2/studies/NCT00470275,2026-06-03,
2576,NCT00474994,https://clinicaltrials.gov/study/NCT00474994,https://clinicaltrials.gov/api/v2/studies/NCT00474994,"Sunitinib in Treating Patients With Metastatic, Locally Advanced, or Locally Recurrent Sarcomas",ovarian_fallopian_peritoneal,neoadjuvant,no,OG000,OG000,"Sunitinib (Sutent®, SU11248) in Non-GIST Sarcomas","Sunitinib (Sutent®, SU11248) in Non-GIST Sarcomas","Sunitinib (Sutent®, SU11248) in Non-GIST Sarcomas",sunitinib malate,"Sunitinib (Sutent®, SU11248) in Non-GIST Sarcomas | sunitinib malate",targeted_therapy,False,2.08333,1,48,Overall Objective Response,2 years,2.08333,ctgov,,,,28,disease_therapy;fallback_disease_baseline;global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::mifepristone;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::temsirolimus,ctgov_verified_match,2.083333333333333,3.3333333329110815e-06,Overall Objective Response,PRIMARY,2 years,NUMBER,participants,Partial Response (PR),,OG000,"Sunitinib (Sutent®, SU11248) in Non-GIST Sarcomas",1,48.0,2.083333333333333,,,https://clinicaltrials.gov/study/NCT00474994,https://clinicaltrials.gov/api/v2/studies/NCT00474994,2026-06-03,
2883,NCT00788775,https://clinicaltrials.gov/study/NCT00788775,https://clinicaltrials.gov/api/v2/studies/NCT00788775,"Nilotinib in TKI Resistant or Intolerant Patients With Metastatic Mucosal, Acral, or Chronically Sun Damaged Melanoma",melanoma_skin,2L+,no,OG000,OG000,No CNS Metastastic Cohort,No CNS Metastastic Cohort,Nilotinib was given at a dose of 400 mg orally daily (200 mg pills twice per day). Patients received treatment up to 12 months as long as they were receiving clinical benefit. Patients were classified into two cohorts based upon presence or absence of measurable brain metastases.,Nilotinib,No CNS Metastastic Cohort | Nilotinib was given at a dose of 400 mg orally daily (200 mg pills twice per day). Patients received treatment up to 12 months as long as they were receiving clinical benefit. Patients were classified into two cohorts based upon presence or absence of measurable brain metastases. | Nilotinib,targeted_therapy,False,18.1818,2,11,Best Overall Response,"Disease was evaluated radiologically at baseline and every 8 weeks on treatment and long-term every 3 months until first progression, death or lost to follow-up. Mean treatment duration was 5.5 months (range 0-45; no/with CNS mets 7.4m/ 3m).",18.1818,ctgov,,,,33,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,ctgov_verified_match,18.181818181818183,1.81818181843596e-05,Best Overall Response,SECONDARY,"Disease was evaluated radiologically at baseline and every 8 weeks on treatment and long-term every 3 months until first progression, death or lost to follow-up. Mean treatment duration was 5.5 months (range 0-45; no/with CNS mets 7.4m/ 3m).",NUMBER,participants,Partial Response,,OG000,No CNS Metastastic Cohort,2,11.0,18.181818181818183,,,https://clinicaltrials.gov/study/NCT00788775,https://clinicaltrials.gov/api/v2/studies/NCT00788775,2026-06-03,
2884,NCT00788775,https://clinicaltrials.gov/study/NCT00788775,https://clinicaltrials.gov/api/v2/studies/NCT00788775,"Nilotinib in TKI Resistant or Intolerant Patients With Metastatic Mucosal, Acral, or Chronically Sun Damaged Melanoma",melanoma_skin,2L+,no,OG001,OG001,CNS Metastatic Cohort,CNS Metastatic Cohort,Nilotinib was given at a dose of 400 mg orally daily (200 mg pills twice per day). Patients received treatment up to 12 months as long as they were receiving clinical benefit. Patients were classified into two cohorts based upon presence or absence of measurable brain metastases.,Nilotinib,CNS Metastatic Cohort | Nilotinib was given at a dose of 400 mg orally daily (200 mg pills twice per day). Patients received treatment up to 12 months as long as they were receiving clinical benefit. Patients were classified into two cohorts based upon presence or absence of measurable brain metastases. | Nilotinib,targeted_therapy,False,0,0,8,Best Overall Response,"Disease was evaluated radiologically at baseline and every 8 weeks on treatment and long-term every 3 months until first progression, death or lost to follow-up. Mean treatment duration was 5.5 months (range 0-45; no/with CNS mets 7.4m/ 3m).",0,ctgov,,,,33,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,ctgov_verified_match,0.0,0.0,Best Overall Response,SECONDARY,"Disease was evaluated radiologically at baseline and every 8 weeks on treatment and long-term every 3 months until first progression, death or lost to follow-up. Mean treatment duration was 5.5 months (range 0-45; no/with CNS mets 7.4m/ 3m).",NUMBER,participants,Complete Response,,OG001,CNS Metastatic Cohort,0,8.0,0.0,,,https://clinicaltrials.gov/study/NCT00788775,https://clinicaltrials.gov/api/v2/studies/NCT00788775,2026-06-03,
2895,NCT00937937,https://clinicaltrials.gov/study/NCT00937937,https://clinicaltrials.gov/api/v2/studies/NCT00937937,Dinaciclib in Treating Patients With Stage IV Melanoma,melanoma_skin,2L+,no,OG000,OG000,Dinaciclib,Dinaciclib,Patients receive dinaciclib IV over 2 hours on day 1. Treatment repeats every 21 days in the absence of disease progression or unacceptable toxicity.,Dinaciclib,Dinaciclib | Patients receive dinaciclib IV over 2 hours on day 1. Treatment repeats every 21 days in the absence of disease progression or unacceptable toxicity.,targeted_therapy,False,0,0,72,Response Rate (Confirmed and Unconfirmed Complete and Partial Responses) Assessed by RECIST,"Disease assessments for response were performed every 6 weeks, up to 3 years",0,ctgov,,,,33,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,ctgov_verified_match,0.0,0.0,Response Rate (Confirmed and Unconfirmed Complete and Partial Responses) Assessed by RECIST,SECONDARY,"Disease assessments for response were performed every 6 weeks, up to 3 years",MEAN,percentage of participants,,,OG000,Dinaciclib,0,72.0,0.0,0,0.05,https://clinicaltrials.gov/study/NCT00937937,https://clinicaltrials.gov/api/v2/studies/NCT00937937,2026-06-03,
